carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2.0,4,4,2,63.5,55.0,8.03,7.93,5.07,15613.0
0.9,3,5,2,63.3,57.0,6.08,6.14,3.87,3727.6
1.18,2,6,2,60.9,57.0,6.86,6.89,4.19,5443.6
0.36,2,6,5,61.8,56.0,4.55,4.58,2.82,922.6
0.37,2,5,6,60.0,59.0,4.64,4.66,2.79,1207.4
0.3,2,5,3,62.4,56.0,4.27,4.32,2.68,610.8
0.36,5,5,4,60.5,60.0,4.55,4.61,2.77,797.8
0.8,5,1,2,60.2,59.0,6.07,5.95,3.62,2284.0
1.51,2,3,3,61.9,57.0,7.37,7.32,4.55,9819.0
0.62,4,5,4,59.8,58.0,5.55,5.59,3.33,2111.6
0.71,5,3,3,62.4,59.0,5.65,5.6,3.51,2339.0
0.32,3,4,5,57.0,62.0,4.51,4.54,2.58,836.6
1.02,2,4,4,62.8,57.0,6.36,6.45,4.02,6057.2
0.41,5,3,5,62.0,56.0,4.78,4.74,2.95,992.6
1.14,2,4,4,62.0,55.0,6.68,6.77,4.17,7596.6
0.52,5,4,3,60.6,61.0,5.19,5.17,3.14,1356.8
1.0,3,3,3,62.7,60.0,6.24,6.3,3.93,4152.8
0.56,4,6,3,60.2,57.0,5.36,5.4,3.24,1945.4
0.32,5,4,3,61.0,61.0,4.41,4.38,2.68,817.8
0.37,2,7,6,61.6,54.0,4.61,4.64,2.85,847.4
0.9,3,4,3,63.2,59.0,6.05,6.1,3.84,4203.8
1.01,2,4,3,61.1,58.0,6.43,6.49,3.95,4866.4
1.03,2,1,3,62.3,57.0,6.48,6.43,4.02,4468.2
0.78,5,4,2,60.6,58.0,6.02,5.99,3.64,2169.2
0.33,2,4,5,61.6,57.0,4.46,4.49,2.75,753.8
0.33,2,3,6,61.3,56.0,4.43,4.47,2.73,734.4
1.09,2,3,3,61.9,57.0,6.63,6.58,4.09,5180.2
0.5,3,1,3,63.3,60.0,4.97,4.99,3.15,1381.4
1.01,2,1,4,61.3,56.0,6.46,6.5,3.97,4380.8
1.0,4,6,6,63.5,55.0,6.36,6.31,4.02,9397.4
0.59,5,6,2,60.8,56.0,5.43,5.4,3.29,1197.4
0.7,4,3,2,59.9,57.0,5.74,5.77,3.45,1808.6
0.31,5,2,3,61.3,58.0,4.34,4.37,2.67,650.6
0.39,5,6,4,62.5,60.0,4.64,4.67,2.91,1514.6
0.85,2,6,3,61.8,54.0,6.1,6.14,3.78,4033.0
0.73,2,2,6,62.3,55.0,5.76,5.77,3.59,2539.8
1.09,2,1,3,60.7,58.0,6.64,6.68,4.04,4017.2
0.4,2,7,2,61.3,56.0,4.72,4.77,2.91,642.8
0.4,4,6,3,61.7,60.0,4.68,4.72,2.9,577.8
0.22,1,6,4,65.1,61.0,3.87,3.78,2.49,1610.0
0.31,5,6,4,60.3,58.0,4.42,4.37,2.65,732.4
1.19,2,1,2,61.7,56.0,6.8,6.85,4.21,4812.6
1.06,1,2,1,64.5,57.0,6.47,6.33,4.13,2721.2
0.61,4,6,5,59.6,63.0,5.44,5.57,3.28,1774.6
0.82,2,3,6,61.4,56.0,6.01,6.05,3.71,3177.2
1.01,1,4,1,64.5,56.0,6.32,6.26,4.06,2619.0
0.32,2,6,4,61.4,56.0,4.4,4.43,2.71,736.6
0.5,5,7,2,62.2,58.0,5.08,5.14,3.18,1053.6
1.01,5,5,3,59.1,56.0,6.65,6.52,3.89,4636.6
1.0,4,5,2,62.7,58.0,6.3,6.36,3.97,4274.2
0.31,2,7,3,62.9,56.0,4.34,4.31,2.72,740.8
0.35,2,6,4,62.4,57.0,4.52,4.55,2.83,857.2
0.7,2,3,4,61.2,57.0,5.73,5.77,3.52,2512.0
1.08,2,4,2,62.2,56.0,6.56,6.59,4.09,4625.0
1.21,5,7,7,60.1,59.0,6.96,6.88,4.16,13313.6
1.06,5,3,3,62.8,58.0,6.49,6.47,4.07,4255.0
0.28,2,2,4,62.4,56.0,4.19,4.22,2.62,485.0
0.5,3,5,4,63.3,57.0,5.02,5.06,3.19,1023.0
1.01,5,7,3,61.6,58.0,6.47,6.42,3.97,5706.8
0.42,1,7,3,64.7,61.0,4.7,4.73,3.05,1318.4
1.53,2,5,3,61.6,56.0,7.34,7.39,4.54,12258.8
0.57,5,6,4,63.0,59.0,5.29,5.25,3.32,1542.8
0.41,5,7,6,61.9,59.0,4.78,4.75,2.95,1776.6
2.24,2,5,2,60.3,59.0,8.47,8.5,5.12,17354.8
0.41,3,6,2,63.8,57.0,4.75,4.68,3.01,668.8
0.5,4,4,3,62.4,52.0,5.1,5.15,3.2,1381.8
0.23,4,5,4,59.1,59.0,4.02,4.07,2.39,551.0
1.11,4,5,3,60.1,61.0,6.64,6.74,4.06,5489.0
1.2,2,6,2,61.3,56.0,6.85,6.88,4.21,5391.0
1.14,5,5,7,59.4,59.0,6.87,6.8,4.06,11866.4
0.9,2,4,2,62.5,56.0,6.15,6.2,3.86,3838.4
1.22,5,4,5,62.2,59.0,6.82,6.87,4.26,8016.4
0.7,5,5,5,61.7,60.0,5.67,5.64,3.49,2705.6
1.07,5,2,3,58.4,60.0,6.78,6.68,3.93,4045.4
0.51,4,6,2,63.3,56.0,5.12,5.08,3.23,1230.2
0.3,5,6,3,62.5,60.0,4.24,4.27,2.66,653.4
1.12,5,4,2,61.2,58.0,6.69,6.67,4.09,4302.6
0.3,5,5,4,61.5,60.0,4.26,4.29,2.63,707.6
0.4,5,7,3,61.6,58.0,4.73,4.69,2.9,855.2
0.9,5,2,3,63.0,58.0,6.09,6.01,3.81,3729.2
0.3,2,3,5,61.6,57.0,4.3,4.33,2.66,631.8
0.74,5,5,2,61.4,57.0,5.82,5.8,3.57,2405.4
0.41,4,1,4,63.4,56.0,4.73,4.7,2.99,909.6
0.52,5,6,3,61.6,58.0,5.17,5.12,3.17,1323.6
0.54,2,7,6,61.4,52.0,5.3,5.34,3.26,1863.6
0.9,4,3,2,61.2,57.0,6.21,6.27,3.82,3786.6
0.7,3,2,5,61.1,61.0,5.65,5.7,3.47,1795.2
0.34,4,3,4,62.4,60.0,4.41,4.44,2.76,492.2
0.7,2,5,4,61.9,55.0,5.7,5.74,3.54,3025.0
1.02,4,4,4,63.0,57.0,6.37,6.39,4.02,5943.0
1.0,3,5,2,63.8,58.0,6.28,6.33,4.02,3835.8
0.31,2,2,2,61.0,56.0,4.39,4.43,2.69,602.2
1.23,5,4,5,62.2,58.0,6.78,6.74,4.27,8587.2
0.7,4,6,3,59.4,63.0,5.79,5.73,3.42,2297.0
0.54,2,7,4,61.1,57.0,5.25,5.22,3.2,1918.0
0.38,2,3,3,61.5,56.0,4.67,4.69,2.88,642.6
0.9,1,6,2,65.0,58.0,6.08,6.04,3.94,3521.0
1.0,2,7,2,61.5,56.0,6.45,6.41,3.95,4731.0
0.29,4,4,4,61.9,55.0,4.25,4.28,2.64,600.8
2.01,5,6,3,60.4,61.0,8.05,7.98,4.84,15662.0
1.32,5,5,2,60.6,60.0,7.1,7.05,4.29,6463.8
0.72,5,5,4,61.5,58.0,5.73,5.69,3.51,2961.8
0.31,5,3,4,62.4,59.0,4.34,4.31,2.7,544.6
1.51,1,1,2,65.1,59.0,7.13,7.09,4.63,5811.0
0.24,2,3,8,62.1,57.0,4.0,4.04,2.5,855.4
0.79,2,6,4,59.3,57.0,6.02,6.06,3.58,2927.8
0.73,5,5,4,62.7,58.0,5.76,5.7,3.59,2785.6
0.9,4,7,5,58.9,59.0,6.22,6.31,3.69,5943.0
0.51,5,5,6,61.9,56.0,5.17,5.13,3.19,2135.4
0.29,2,4,6,60.7,54.0,4.33,4.37,2.64,863.6
0.68,3,5,3,58.1,60.0,5.8,5.91,3.4,2439.0
0.51,2,7,4,61.1,56.0,5.16,5.2,3.17,1840.4
1.55,2,2,4,61.8,55.0,7.4,7.44,4.58,10041.4
1.51,4,3,2,60.8,58.0,7.4,7.51,4.53,8349.6
2.01,2,2,3,62.9,57.0,8.05,7.98,5.04,14255.0
1.04,4,4,7,58.2,60.0,6.66,6.71,3.89,7700.6
0.98,1,4,3,64.4,56.0,6.33,6.24,4.03,3738.6
0.25,4,6,7,62.9,58.0,4.01,4.03,2.53,665.6
0.42,2,3,5,61.2,57.0,4.87,4.8,2.96,962.8
1.1,4,4,7,60.4,57.0,6.7,6.77,4.07,9480.0
0.41,4,7,5,62.8,57.0,4.73,4.76,2.98,1315.0
1.02,5,5,4,62.7,59.0,6.41,6.44,4.03,6619.6
0.61,4,3,6,60.5,57.0,5.52,5.54,3.35,1541.6
0.4,2,1,5,61.3,56.0,4.77,4.79,2.93,698.2
0.34,2,7,5,60.9,56.0,4.56,4.51,2.76,933.2
0.4,2,6,2,61.0,58.0,4.76,4.78,2.91,842.0
0.41,2,4,6,61.7,55.0,4.81,4.85,2.98,1033.8
0.3,2,3,3,62.4,55.0,4.3,4.32,2.69,666.4
0.31,2,6,5,62.0,55.0,4.35,4.38,2.7,851.6
0.46,4,6,4,62.2,58.0,4.95,4.99,3.09,1093.6
0.4,2,4,8,62.2,55.0,4.73,4.76,2.95,1273.4
0.3,2,6,4,61.5,55.0,4.3,4.34,2.66,769.6
1.09,2,5,2,61.2,57.0,6.6,6.64,4.05,4658.2
0.71,4,6,3,63.1,58.0,5.65,5.69,3.58,2679.4
0.97,2,4,2,61.6,56.0,6.31,6.39,3.91,4145.4
1.02,4,6,8,61.7,60.0,6.38,6.52,3.98,12274.6
0.42,5,7,2,60.0,61.0,4.89,4.85,2.92,674.2
0.33,2,2,8,61.8,55.0,4.46,4.47,2.76,742.2
0.36,2,6,5,61.7,56.0,4.58,4.56,2.82,927.2
1.72,2,3,3,62.2,57.0,7.65,7.55,4.72,11941.4
0.37,2,3,7,62.0,53.0,4.63,4.66,2.88,783.2
0.71,2,7,4,61.2,55.0,5.74,5.78,3.53,3680.0
0.51,4,2,3,63.5,60.0,5.03,5.05,3.2,1467.8
0.3,2,6,4,62.1,55.0,4.28,4.32,2.67,762.2
0.71,4,6,4,63.7,58.0,5.6,5.64,3.58,2781.6
0.3,2,6,5,61.6,55.0,4.34,4.36,2.68,712.8
0.97,3,5,3,60.1,65.0,6.46,6.36,3.85,4123.6
1.27,2,2,2,62.1,56.0,6.92,6.96,4.31,5318.4
1.57,2,2,4,61.5,56.0,7.56,7.49,4.63,10556.6
1.0,5,4,5,62.4,59.0,6.35,6.4,3.98,6525.0
0.42,2,7,6,62.5,57.0,4.8,4.77,2.99,1252.6
0.7,1,4,3,61.7,66.0,5.7,5.58,3.48,2145.0
0.56,2,7,5,61.6,57.0,5.33,5.29,3.27,2006.0
0.51,3,6,3,57.4,62.0,5.24,5.29,3.02,2108.8
0.52,4,2,3,63.3,55.0,5.13,5.1,3.24,1010.0
0.39,5,4,7,59.9,59.0,4.73,4.75,2.84,1126.0
1.7,4,3,4,63.3,57.0,7.59,7.54,4.79,10587.8
0.3,4,6,6,59.7,57.0,4.37,4.43,2.62,566.2
1.08,2,3,3,62.7,57.0,6.48,6.51,4.07,4910.2
2.01,2,5,2,61.9,55.0,8.1,8.05,5.0,18291.2
0.55,2,1,4,62.6,57.0,5.21,5.17,3.25,1102.8
0.9,1,5,2,62.6,58.0,6.01,6.06,3.78,4069.6
0.9,2,2,5,62.4,57.0,6.17,6.21,3.86,3507.8
1.01,5,5,6,61.8,59.0,6.46,6.42,3.98,9021.4
0.51,4,3,4,60.1,59.8,5.14,5.19,3.1,1089.2
0.7,5,6,5,59.4,61.0,5.78,5.74,3.42,2141.0
0.7,1,3,3,66.0,56.0,5.5,5.53,3.64,2281.4
0.34,2,2,3,60.2,57.0,4.54,4.5,2.72,542.2
0.32,2,4,8,61.2,55.0,4.41,4.44,2.71,874.8
0.31,2,7,4,59.4,56.0,4.45,4.4,2.63,784.6
0.41,5,6,3,61.4,56.0,4.81,4.77,2.94,951.4
1.84,2,1,5,62.4,56.0,7.84,7.8,4.89,10734.8
0.9,4,2,4,63.2,56.0,6.15,6.09,3.87,3982.2
1.0,2,6,4,61.6,57.0,6.44,6.38,3.95,7092.6
0.37,5,6,3,61.8,58.0,4.59,4.64,2.85,731.4
1.53,2,5,5,61.5,59.0,7.38,7.46,4.56,15531.4
1.09,2,4,4,62.8,57.0,6.54,6.58,4.12,6215.2
1.04,5,5,2,62.8,55.0,6.48,6.41,4.05,4369.8
0.8,4,6,2,62.6,59.0,5.84,5.91,3.68,3265.2
0.29,3,5,5,62.1,56.0,4.24,4.26,2.64,643.8
1.21,2,5,1,62.0,56.0,6.84,6.8,4.23,3651.4
2.01,4,1,4,61.1,59.0,8.04,8.07,4.92,13679.2
0.3,5,4,6,62.6,58.0,4.27,4.29,2.68,907.0
1.01,1,3,4,64.5,60.0,6.3,6.25,4.05,4540.2
1.61,2,2,4,62.5,57.0,7.49,7.43,4.66,9627.2
1.19,4,7,2,61.1,58.0,6.84,6.88,4.19,5840.0
1.12,5,3,5,61.6,58.0,6.64,4.11,3.7,5989.0
1.7,3,3,3,63.9,56.0,7.61,7.53,4.84,8932.8
0.3,5,4,5,61.4,60.0,4.33,4.3,2.65,599.6
1.51,3,1,2,58.1,64.0,7.53,7.57,4.39,6293.2
1.01,2,5,3,62.0,56.0,6.41,6.46,3.99,5453.2
0.31,5,4,5,61.2,60.0,4.39,4.37,2.68,585.0
0.7,3,5,3,58.7,64.0,5.77,5.78,3.39,1756.0
0.9,4,3,5,63.0,62.0,6.09,6.0,3.81,3946.0
0.71,2,4,6,61.7,57.0,5.72,5.74,3.53,3232.6
0.34,3,6,2,63.1,56.0,4.46,4.51,2.83,921.6
0.4,3,6,3,64.2,57.0,4.68,4.66,3.0,876.8
0.34,2,6,6,62.4,55.0,4.47,4.51,2.79,859.0
0.31,4,3,3,62.3,55.0,4.34,4.36,2.71,608.2
0.5,2,5,3,60.2,63.0,5.12,5.15,3.09,1583.6
0.3,2,4,8,62.1,55.0,4.32,4.35,2.69,899.0
1.33,2,3,3,60.1,57.0,7.14,7.2,4.31,6529.0
1.0,3,5,8,63.2,63.0,6.24,6.26,3.95,5616.0
2.07,5,6,2,58.9,61.0,8.45,8.35,4.95,15442.0
0.36,2,7,4,61.1,57.0,4.62,4.58,2.81,901.4
1.25,5,2,4,62.2,57.0,6.92,6.84,4.28,5737.8
1.01,4,4,3,60.0,58.0,6.51,6.55,3.92,4869.4
1.54,4,4,8,59.4,60.0,7.55,7.61,4.5,12848.4
0.54,2,3,3,61.1,56.0,5.25,5.27,3.21,1264.8
1.07,2,3,4,61.8,56.0,6.52,6.55,4.04,5980.2
0.25,2,6,6,61.6,57.0,4.08,4.1,2.52,835.0
0.32,2,7,3,59.6,57.0,4.47,4.42,2.65,690.6
0.35,4,6,4,60.2,60.0,4.54,4.57,2.74,1178.6
0.42,2,6,3,62.6,57.0,4.81,4.84,3.02,888.0
1.11,4,3,2,59.0,59.0,6.79,6.82,4.02,4135.6
1.51,5,3,2,62.3,62.0,7.32,7.21,4.51,7038.6
1.01,3,5,4,65.2,57.0,6.19,6.23,4.05,5028.0
0.32,2,3,7,62.0,55.0,4.42,4.45,2.75,790.0
0.33,2,2,7,62.2,54.0,4.43,4.45,2.76,546.4
0.28,2,4,8,61.3,57.0,4.25,4.27,2.6,832.8
0.32,4,2,2,63.4,56.0,4.37,4.34,2.76,618.4
0.73,2,6,5,61.4,55.0,5.8,5.82,3.57,3634.6
1.02,5,5,2,63.0,58.0,6.44,6.38,4.04,4157.0
1.51,2,6,2,62.9,57.0,7.29,7.23,4.57,7885.0
0.26,4,6,7,61.5,56.0,4.1,4.15,2.53,934.2
0.55,2,2,7,61.7,56.0,5.24,5.29,3.25,1768.6
0.32,2,4,3,61.4,57.0,4.41,4.38,2.7,558.6
1.51,4,5,3,62.6,57.0,7.25,7.31,4.56,10562.8
1.73,5,5,2,63.0,60.0,7.63,7.52,4.77,10123.2
0.43,2,4,5,61.9,55.0,4.86,4.84,3.0,959.8
0.43,4,6,6,60.8,57.0,4.89,4.92,2.98,1507.8
1.0,5,7,3,61.5,60.0,6.34,6.38,3.91,5356.2
0.57,5,6,3,62.5,57.0,5.28,5.22,3.28,1376.8
1.1,2,6,2,61.6,56.0,6.66,6.63,4.09,5457.8
1.2,2,6,7,60.1,61.0,6.83,6.91,4.13,11609.2
0.4,2,2,8,62.2,56.0,4.75,4.71,2.94,919.8
0.24,4,6,6,62.9,57.0,3.96,3.99,2.5,609.4
0.92,4,4,3,61.8,54.0,6.25,6.37,3.9,4547.4
0.27,4,6,7,60.9,59.0,4.17,4.21,2.55,519.2
0.43,5,3,1,62.0,59.0,4.83,4.78,2.98,726.2
1.0,1,3,2,66.1,59.0,6.18,6.13,4.07,2733.8
1.01,2,5,4,60.3,56.0,6.56,6.5,3.94,6709.2
0.97,5,5,2,59.9,59.0,6.45,6.38,3.84,4119.4
0.3,4,6,3,62.9,56.0,4.24,4.31,2.69,629.0
1.53,4,6,4,61.2,60.0,7.49,7.4,4.56,13957.8
0.71,5,1,3,62.4,61.0,5.68,5.63,3.53,1886.4
1.0,5,7,2,60.3,58.0,6.48,6.45,3.9,4954.6
0.75,4,7,3,59.7,62.0,5.89,5.94,3.53,3544.6
1.04,2,4,4,61.6,55.0,6.51,6.55,4.02,6959.8
0.24,4,5,7,63.5,54.0,3.92,3.96,2.5,775.2
0.28,3,3,7,56.0,64.0,4.38,4.41,2.46,1156.2
1.0,2,3,3,61.9,57.0,6.43,6.39,3.97,5230.2
0.7,4,4,3,63.0,59.0,5.64,5.67,3.56,2214.6
1.86,4,1,4,62.5,55.0,7.81,7.9,4.91,12540.8
1.65,2,1,3,62.5,56.0,7.59,7.54,4.73,8118.8
0.51,5,5,3,62.7,62.0,5.09,4.96,3.15,1829.8
1.09,5,6,6,59.9,59.0,6.73,6.7,4.02,10305.2
2.47,5,1,2,59.4,59.0,8.85,8.79,5.24,14640.2
1.0,2,7,5,62.4,55.0,6.4,6.43,4.0,6807.2
0.3,2,4,5,61.8,54.0,4.32,4.29,2.66,554.0
1.07,2,6,6,61.8,54.0,6.56,6.61,4.07,10639.0
0.7,4,6,2,63.1,56.0,5.66,5.63,3.56,2425.2
0.38,2,5,7,61.9,54.0,4.67,4.7,2.9,1027.0
1.37,2,2,4,61.5,55.0,7.18,7.2,4.42,7629.0
0.42,2,5,5,61.6,56.0,4.82,4.8,2.96,1097.2
0.3,2,3,8,62.1,57.0,4.29,4.31,2.67,855.4
1.04,5,3,3,60.7,62.0,6.57,6.51,3.97,4440.2
0.75,5,5,6,62.4,57.0,5.88,5.75,3.63,2680.2
0.7,5,4,4,61.6,58.0,5.69,5.73,3.52,2579.2
0.55,2,6,5,61.5,57.0,5.23,5.27,3.23,2127.8
2.0,2,3,4,60.5,56.0,8.34,8.22,5.01,17085.8
0.7,2,2,6,62.3,55.0,5.66,5.7,3.54,2539.8
0.31,3,4,7,58.0,62.0,4.42,4.47,2.58,1181.6
1.51,1,4,1,65.6,54.0,7.28,7.1,4.72,5553.4
1.06,2,2,3,61.9,54.0,6.56,6.59,4.07,4873.2
0.63,3,5,2,64.2,56.0,5.4,5.34,3.45,1688.6
0.3,2,3,6,61.3,56.0,4.35,4.33,2.66,734.4
0.5,2,7,6,61.9,55.1,5.07,5.1,3.15,1508.2
0.35,2,6,7,62.2,56.0,4.53,4.51,2.81,1048.0
0.46,5,6,5,61.9,58.0,4.94,4.91,3.05,1517.8
0.5,4,4,3,62.8,56.0,5.05,5.08,3.18,1012.8
0.7,3,7,3,58.8,64.0,5.74,5.79,3.39,2942.2
0.7,4,6,5,63.4,62.0,5.64,5.56,3.55,3061.2
0.32,2,7,4,61.9,55.0,4.43,4.39,2.73,797.6
1.28,5,4,5,60.9,58.0,7.09,7.01,4.29,9154.2
1.01,3,4,2,63.7,59.0,6.38,6.31,4.04,3608.2
0.7,4,4,2,63.3,57.0,5.61,5.51,3.52,1989.2
0.71,4,5,3,61.8,58.0,5.72,5.81,3.56,2461.4
1.51,4,2,3,63.1,56.0,7.28,7.33,4.61,8251.8
1.28,4,5,6,58.9,57.0,7.13,7.17,4.21,9976.2
1.28,2,5,2,59.7,57.0,7.12,7.06,4.23,5046.4
1.01,4,6,4,62.0,55.0,6.42,6.46,3.99,5769.0
0.32,2,5,6,62.1,55.0,4.37,4.39,2.72,836.2
0.7,2,4,6,60.8,56.0,5.75,5.79,3.51,3461.0
0.33,5,2,3,60.4,59.0,4.54,4.5,2.73,555.4
0.35,3,7,3,63.3,56.0,4.5,4.53,2.86,603.8
1.23,2,3,2,62.4,57.0,6.79,6.84,4.25,5230.4
1.11,2,5,3,61.1,57.0,6.67,6.69,4.08,5768.0
1.71,4,7,2,63.5,59.0,7.57,7.59,4.81,9565.6
1.5,4,6,4,62.1,60.0,7.27,7.31,4.53,13335.2
0.7,4,6,4,58.8,56.0,5.79,5.84,3.42,2524.8
0.33,4,3,3,63.0,58.0,4.4,4.42,2.78,552.0
0.32,2,6,4,61.6,56.0,4.4,4.43,2.72,752.4
1.57,2,1,6,61.4,57.0,7.5,7.45,4.59,10243.2
0.52,2,3,3,61.9,56.0,5.16,5.22,3.2,1157.2
0.32,5,5,7,60.7,58.0,4.4,4.43,2.68,1185.0
0.34,4,2,3,60.4,56.0,4.54,4.56,2.75,654.6
1.74,5,7,2,61.9,58.0,7.73,7.67,4.77,10389.8
0.4,4,5,8,62.8,57.0,4.65,4.68,2.93,1364.4
0.32,2,4,2,61.6,56.0,4.4,4.43,2.72,478.0
2.26,2,2,3,62.4,57.0,8.43,8.37,5.24,15325.8
1.0,1,4,4,44.0,53.0,6.31,6.24,4.12,4254.2
0.8,4,7,3,62.9,60.0,5.89,5.94,3.72,4305.4
1.09,2,6,2,61.9,55.0,6.6,6.64,4.1,4848.6
0.9,2,6,4,62.7,56.0,6.14,6.18,3.86,5022.0
0.76,2,3,3,62.4,55.0,5.87,5.83,3.65,2470.8
1.54,2,4,4,61.4,57.0,7.47,7.42,4.57,13319.0
0.55,2,6,3,61.7,57.0,5.27,5.23,3.24,1539.8
0.32,2,4,8,61.4,55.0,4.42,4.44,2.72,910.2
0.93,5,5,3,62.5,58.0,6.22,6.19,3.88,4034.0
0.39,5,3,5,61.7,57.0,4.68,4.65,2.88,1052.0
0.51,4,3,3,62.0,57.0,5.11,5.19,3.19,1111.2
0.34,2,6,3,62.9,55.0,4.5,4.47,2.82,606.6
0.31,3,5,3,64.1,61.0,4.29,4.2,2.72,1188.2
0.7,5,5,2,61.9,62.0,5.69,5.66,3.51,1737.8
0.36,5,1,3,61.6,60.0,4.54,4.58,2.81,493.4
0.53,5,6,4,59.8,58.0,5.26,5.27,3.15,1934.0
0.32,3,2,3,63.5,57.0,4.3,4.33,2.74,466.8
0.31,2,4,8,62.6,57.0,4.32,4.3,2.7,937.4
0.44,4,1,5,61.9,57.0,4.83,4.9,3.01,634.8
1.02,4,7,4,62.7,58.0,6.35,6.44,4.01,7078.8
2.09,2,3,2,60.6,57.0,8.3,8.2,5.0,13960.2
1.5,2,7,4,62.6,56.0,7.21,7.27,4.53,14005.4
0.91,4,4,2,63.4,60.0,6.11,6.06,3.86,3055.0
0.33,2,5,6,61.8,54.0,4.47,4.5,2.77,873.4
1.01,3,5,6,62.7,61.0,6.3,6.34,3.96,6620.2
0.41,2,5,7,60.9,56.0,4.83,4.79,2.93,1455.6
0.32,2,3,7,61.9,55.0,4.37,4.38,2.71,771.2
1.17,3,3,2,63.8,58.0,6.57,6.73,4.24,4545.0
0.32,2,2,5,62.4,54.0,4.36,4.39,2.73,518.4
1.3,2,4,4,61.9,55.0,7.04,7.01,4.35,8165.8
1.01,3,7,2,64.5,58.0,6.18,6.26,4.01,4259.2
0.3,2,5,8,60.4,60.0,4.32,4.35,2.62,883.4
0.8,2,4,2,61.6,56.0,5.97,6.01,3.69,2610.8
0.36,2,7,3,59.5,56.0,4.68,4.63,2.77,1065.6
1.21,5,1,4,61.9,58.0,6.84,6.79,4.22,4851.2
0.71,1,3,4,62.1,70.0,5.67,5.6,3.5,2456.4
0.65,4,2,7,61.8,56.0,5.53,5.57,3.43,2771.2
1.01,5,6,4,62.2,58.0,6.41,6.36,3.97,6794.0
0.51,2,4,5,61.7,56.0,5.1,5.2,3.18,1740.2
1.5,2,2,6,60.7,60.0,7.35,7.4,4.48,10345.2
0.5,2,7,4,61.9,59.0,5.07,5.1,3.15,1126.0
0.25,4,7,7,63.8,54.0,3.94,3.99,2.53,583.6
1.01,1,7,3,65.9,60.0,6.32,6.18,4.12,4051.2
0.72,5,6,2,61.6,59.0,5.83,5.68,3.55,2298.6
0.32,2,7,3,59.3,55.0,4.51,4.53,2.68,880.6
0.37,5,2,5,61.4,59.0,4.61,4.55,2.81,572.0
0.36,2,3,4,61.0,57.0,4.59,4.63,2.81,577.0
0.33,5,6,3,60.2,58.0,4.55,4.49,2.72,717.2
0.7,5,3,3,59.0,60.0,5.86,5.81,3.44,1763.0
1.02,2,4,4,61.9,53.0,6.5,6.48,4.02,7039.6
1.04,2,4,5,61.9,57.0,6.51,6.55,4.04,6731.4
0.32,2,4,6,61.5,57.0,4.43,4.39,2.71,723.6
1.12,2,4,6,61.6,55.0,6.68,6.74,4.13,8675.6
1.64,5,6,3,61.8,59.0,7.55,7.51,4.65,11431.0
0.55,4,5,3,59.5,61.0,5.28,5.41,3.18,1507.4
0.3,2,4,3,62.3,54.0,4.29,4.32,2.68,432.4
0.57,2,4,5,62.5,54.2,5.29,5.31,3.31,1812.2
0.51,2,4,2,62.0,56.0,5.13,5.16,3.19,1056.0
1.52,2,2,2,60.2,57.0,7.47,7.38,4.47,6733.0
0.4,2,5,3,62.6,54.0,4.77,4.7,2.96,670.2
0.3,2,7,3,61.0,56.0,4.35,4.37,2.66,654.6
2.05,4,6,2,62.5,56.0,8.08,8.17,5.08,15224.8
0.53,2,6,5,60.1,57.0,5.25,5.31,3.17,1808.8
0.3,2,6,2,62.1,54.0,4.32,4.35,2.69,520.2
0.32,2,5,5,61.3,55.0,4.43,4.46,2.72,754.0
1.39,4,2,5,62.2,57.0,7.17,7.1,4.44,7409.4
0.71,4,7,4,63.0,58.0,5.65,5.68,3.57,2972.4
0.3,2,5,8,61.1,57.0,4.39,4.35,2.67,936.4
0.5,1,7,3,64.6,58.0,5.0,4.97,3.22,1616.6
0.55,2,4,4,61.1,57.0,5.29,5.31,3.24,1554.4
0.9,1,1,3,64.6,61.0,5.92,5.87,3.81,3120.0
1.28,2,2,2,62.5,59.0,6.88,6.95,4.32,6338.2
0.41,4,7,2,59.9,60.0,4.78,4.8,2.87,1075.2
1.13,3,5,2,64.0,58.0,6.52,6.58,4.19,4066.8
0.71,2,4,6,62.5,57.0,5.7,5.73,3.57,3185.4
1.01,5,5,4,62.3,58.0,6.34,6.3,3.94,6263.6
1.13,5,4,2,61.5,59.0,6.73,6.69,4.13,4651.0
1.0,2,2,2,58.8,55.0,6.53,6.46,3.82,3840.0
1.0,4,3,3,63.6,54.0,6.33,6.37,4.04,4121.8
2.0,1,3,1,66.8,57.0,7.81,7.72,5.19,7094.4
0.43,4,7,2,63.4,57.0,4.81,4.78,3.04,882.2
0.47,5,4,3,59.5,60.0,5.09,5.06,3.02,696.0
1.33,5,2,5,61.5,58.0,7.02,7.06,4.33,5887.4
1.22,5,2,2,62.3,58.0,6.85,6.8,4.25,4964.8
0.32,5,3,4,61.4,60.0,4.41,4.39,2.7,562.2
0.33,4,4,4,60.6,61.0,4.46,4.49,2.71,671.4
0.24,2,5,8,62.9,55.0,3.96,3.98,2.5,801.2
0.33,5,3,4,58.8,62.0,4.53,4.49,2.65,786.4
1.01,5,7,4,60.4,58.0,6.57,6.47,3.94,7207.6
0.54,5,5,3,62.3,58.0,5.26,5.2,3.26,1524.4
0.32,5,4,6,62.3,58.0,4.35,4.38,2.72,938.6
